facility_name,facility_address,latitude,longitude,county,cafo_population,cafo_subtype,type,milking,other,total,enteric_methane,manure_methane,total_methane,project_id_number,sub_program_name,project_life_years,date_operational,annual_project_ghg_reductions,adjusted_manure_methane,adjusted_total_methane,labeltext,mitigation
Manuel Azevedo Dairy,"2800 White Road, Turlock, CA 95380",37.44171194,-120.8857389,Stanislaus,1075,Mature dairy cattle,Dairy,1075,1176,2251,223.61399999999998,72.227,296,,,,,,72.227,296,<b>Name: </b>Manuel Azevedo Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>296 metric tons,—
Azevedo Dairy,"21480 August Avenue, Hilmar, CA 95324",37.418948,-120.876844,Merced,921,Mature dairy cattle,Dairy,921,1007,1928,191.546,61.879000000000005,253,,,,,,61.879000000000005,253,<b>Name: </b>Azevedo Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>253 metric tons,—
Azevedo Ranch,"22368 Second Avenue, Stevinson, CA 95374",37.33496,-120.89625,Merced,700,Heifers (non dairy affiliated),Other,0,700,700,44.8,1.4,46,,,,,,1.4,46,<b>Name: </b>Azevedo Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>46 metric tons,—
Fontes Dairy Farms—Dairy #1,"5512 West Davis Avenue, Riverdale, CA 93656",36.474695,-119.8939525,Fresno,686,Mature dairy cattle,Dairy,686,750,1436,142.668,48.148,191,,,,,,48.148,191,<b>Name: </b>Fontes Dairy Farms—Dairy #1</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>191 metric tons,—
County Line Cattle,"2002 West Hwy 152, Dos Palos, CA 93620",37.05504,-120.55507,Merced,3800,Heifers (non dairy affiliated),Other,0,3800,3800,243.2,7.6,251,,,,,,7.6,251,<b>Name: </b>County Line Cattle</br><b>Type: </b>Other</br><b>Methane emissions: </b>251 metric tons,—
Sunset Dairy,"29049 Road 68, Visalia, CA 93277",36.31729,-119.42342,Tulare,555,Mature dairy cattle,Dairy,555,607,1162,115.438,37.289,153,,,,,,37.289,153,<b>Name: </b>Sunset Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>153 metric tons,—
Jim Bakker Dairy,"30030 Road 60, Visalia, CA 93291",36.33573,-119.43712,Tulare,980,Mature dairy cattle,Dairy,980,1072,2052,203.848,65.84400000000001,270,,,,,,65.84400000000001,270,<b>Name: </b>Jim Bakker Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>270 metric tons,—
Martin Bangma Dairy,"8847 Schaefer Avenue, Ontario, CA 91761",34.00314,-117.61278,San Bernardino,33,Heifers (non dairy affiliated),Other,0,33,33,2.112,0.066,2,,,,,,0.066,2,<b>Name: </b>Martin Bangma Dairy</br><b>Type: </b>Other</br><b>Methane emissions: </b>2 metric tons,—
Bapu Farming,"7500 Avenue 14, Madera, CA 93637",36.950758,-120.415948,Madera,4280,Heifers (non dairy affiliated),Other,0,4280,4280,273.92,8.56,282,,,,,,8.56,282,<b>Name: </b>Bapu Farming</br><b>Type: </b>Other</br><b>Methane emissions: </b>282 metric tons,—
Bar VP Feedlot,"9181 Road 104, Pixley, CA 93256",35.95671,-119.34046,Tulare,980,Heifers (non dairy affiliated),Other,0,980,980,62.72,1.96,65,,,,,,1.96,65,<b>Name: </b>Bar VP Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>65 metric tons,—
Vitor Borba Heifers,"7410 7th Avenue, Hanford, CA 93230",36.366026,-119.583038,Kings,668,Heifers (non dairy affiliated),Other,0,668,668,42.752,1.336,44,,,,,,1.336,44,<b>Name: </b>Vitor Borba Heifers</br><b>Type: </b>Other</br><b>Methane emissions: </b>44 metric tons,—
F & L Barcellos Dairy,"14581 Road 80, Tipton, CA 93272",36.05328,-119.39554,Tulare,715,Mature dairy cattle,Dairy,715,782,1497,148.71800000000002,48.039,197,,,,,,48.039,197,<b>Name: </b>F & L Barcellos Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>197 metric tons,—
F & L Barcellos #2,"7585 Avenue 152, Tipton, CA 93272",36.06367,-119.40378,Tulare,2080,Heifers (non dairy affiliated),Other,0,2080,2080,133.12,4.16,137,,,,,,4.16,137,<b>Name: </b>F & L Barcellos #2</br><b>Type: </b>Other</br><b>Methane emissions: </b>137 metric tons,—
Monster Dairy,"1054 Lundy Road, Newman, CA 95360",37.34683,-121.01532,Stanislaus,528,Mature dairy cattle,Dairy,528,577,1105,109.792,35.474000000000004,145,,,,,,35.474000000000004,145,<b>Name: </b>Monster Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>145 metric tons,—
T—Bar Dairy,"14851 Road 168, Porterville, CA 93257",36.05908,-119.1974,Tulare,850,Mature dairy cattle,Dairy,850,930,1780,176.82,59.66,236,,,,,,59.66,236,<b>Name: </b>T—Bar Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>236 metric tons,—
Joe & Renee Barroso Dairy,"6902 East Legrand Road, Merced, CA 95340",37.23104,-120.36541,Merced,1100,Mature dairy cattle,Dairy,1100,1203,2303,228.79200000000003,73.906,303,,,,,,73.906,303,<b>Name: </b>Joe & Renee Barroso Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>303 metric tons,—
Bartelink Dairy,"12637 South Van Allen Road, Escalon, CA 95320",37.85274,-121.05875,San Joaquin,860,Mature dairy cattle,Dairy,860,941,1801,178.904,57.782,237,,,,,,57.782,237,<b>Name: </b>Bartelink Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>237 metric tons,—
Batista Family Farm LLC,"7436 Schaefer, Ontario, CA 91762",34.004882,-117.642679,San Bernardino,130,Mature dairy cattle,Dairy,130,142,272,27.028,9.904,37,,,,,,9.904,37,<b>Name: </b>Batista Family Farm LLC</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>37 metric tons,—
Visalia Livestock Market,"733 North Ben Maddox Way, Visalia, CA 93292",36.33562,-119.28134,Tulare,5000,Finishing Yards/Auction Yards,Other,0,5000,5000,320,10,330,,,,,,10,330,<b>Name: </b>Visalia Livestock Market</br><b>Type: </b>Other</br><b>Methane emissions: </b>330 metric tons,—
Bay Meadow Farms,"10326 Walnut Avenue, Galt, CA 95632",38.280006,-121.309781,Sacramento,78,Mature dairy cattle,Dairy,78,85,163,16.204,5.084,21,,,,,,5.084,21,<b>Name: </b>Bay Meadow Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>21 metric tons,—
3 Brands Cattle Company,"34377 Lerdo Hwy, Bakersfield, CA 93308",35.499752,-119.163143,Kern,35000,Finishing Yards/Auction Yards,Other,0,35000,35000,2240,70,2310,,,,,,70,2310,"<b>Name: </b>3 Brands Cattle Company</br><b>Type: </b>Other</br><b>Methane emissions: </b>2,310 metric tons",—
Nick Beglinger Dairy,"7329 County Road 16, Orland, CA 95963",39.738552,-122.1043,Glenn,220,Mature dairy cattle,Dairy,220,241,461,45.784,14.782,61,,,,,,14.782,61,<b>Name: </b>Nick Beglinger Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>61 metric tons,—
Emanuel Belo,"238 South Buhach Road, Merced, CA 95342",37.28431,-120.57581,Merced,1400,Heifers (non dairy affiliated),Other,0,1400,1400,89.6,2.8,92,,,,,,2.8,92,<b>Name: </b>Emanuel Belo</br><b>Type: </b>Other</br><b>Methane emissions: </b>92 metric tons,—
Vieira Dairy Farm,"511 Applegate Road, Atwater, CA 95301",37.29508,-120.61499,Merced,1075,Mature dairy cattle,Dairy,1075,1176,2251,223.61399999999998,72.227,296,,,,,,72.227,296,<b>Name: </b>Vieira Dairy Farm</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>296 metric tons,—
Ben Mendonca & Family Dairy,"19517 Road 124, Tulare, CA 93274",36.14366,-119.29723,Tulare,805,Mature dairy cattle,Dairy,805,880,1685,167.41,54.085,221,,,,,,54.085,221,<b>Name: </b>Ben Mendonca & Family Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>221 metric tons,—
Frank Borges Heifer Ranch,"1088 West Wright Road, Tracy, CA 95304",37.72381,-121.31791,San Joaquin,1200,Heifers (non dairy affiliated),Other,0,1200,1200,76.8,2.4,79,,,,,,2.4,79,<b>Name: </b>Frank Borges Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>79 metric tons,—
Sherwood Ranch,"31740 Taylor Avenue, Mcfarland, CA 93250",35.666716,-119.221014,Kern,2975,Heifers (non dairy affiliated),Other,0,2975,2975,190.4,5.95,196,,,,,,5.95,196,<b>Name: </b>Sherwood Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>196 metric tons,—
Western Pacific Dairy,"14854 Avenue 120, Pixley, CA 93272",36.00776,-119.23932,Tulare,1402,Mature dairy cattle,Dairy,1402,1533,2935,291.58799999999997,98.402,390,,,,,,98.402,390,<b>Name: </b>Western Pacific Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>390 metric tons,—
J&T 2009 Irrevocable Trust DBA Paradise Dairy,"4206 Bentley Road, Oakdale, CA 95361",37.865,-120.875833,Stanislaus,920,Mature dairy cattle,Dairy,920,1006,1926,191.344,61.812,253,,,,,,61.812,253,<b>Name: </b>J&T 2009 Irrevocable Trust DBA Paradise Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>253 metric tons,—
Bento Dairy,"7500 Maze Boulevard, Modesto, CA 95358",37.63758302,-121.1314131,Stanislaus,99,Mature dairy cattle,Dairy,99,108,207,20.574,6.651,27,,,,,,6.651,27,<b>Name: </b>Bento Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>27 metric tons,—
Patrick Bert Heifer Ranch,"4355 North Gates Road, Modesto, CA 95358",37.69961178,-121.1596299,Stanislaus,6000,Calf feedlots,Other,0,6000,6000,384,12,396,,,,,,12,396,<b>Name: </b>Patrick Bert Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>396 metric tons,—
TRB Ranch,"20205 Fourth Avenue, Stevinson, CA 95374",37.32037,-120.85282,Merced,32,Heifers (non dairy affiliated),Other,0,32,32,2.048,0.064,2,,,,,,0.064,2,<b>Name: </b>TRB Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>2 metric tons,—
Cow Cents Feedlot,"19664 Crane Avenue, Hilmar, CA 95324",37.38431,-120.84372,Merced,440,Heifers (non dairy affiliated),Other,0,440,440,28.16,0.88,29,,,,,,0.88,29,<b>Name: </b>Cow Cents Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>29 metric tons,—
Bettencourt Ranch,"20236 State Hwy 140, Stevinson, CA 95374",37.31505,-120.85482,Merced,30,Cattle or cow/calf pairs,Other,0,30,30,1.92,0.06,2,,,,,,0.06,2,<b>Name: </b>Bettencourt Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>2 metric tons,—
Bear 5 Feedlot,"12841 Bear Mountain Boulevard, Bakersfield, CA 93311",35.20756,-119.139402,Kern,4700,Heifers (non dairy affiliated),Other,0,4700,4700,300.8,9.4,310,,,,,,9.4,310,<b>Name: </b>Bear 5 Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>310 metric tons,—
Bidart Dairy No. 3,"25820 Stockdale Highway, Bakersfield, CA 93314",35.355373,-119.289398,Kern,1240,Mature dairy cattle,Dairy,1240,1356,2596,257.904,94.47200000000001,352,,,,,,94.47200000000001,352,<b>Name: </b>Bidart Dairy No. 3</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>352 metric tons,—
Bidart Dairy No. 2,"20400 Old River Road, Bakersfield, CA 93311",35.169670000000004,-119.105117,Kern,8845,Mature dairy cattle,Dairy,8845,9673,18518,1839.6819999999998,673.876,2514,,,,,,673.876,2514,"<b>Name: </b>Bidart Dairy No. 2</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>2,514 metric tons",—
Pastime Lakes Dairy,"34240 Ramona Expressway, Lakeview, CA 92567",33.838168,-117.120338,Riverside,2399,Mature dairy cattle,Dairy,2399,2624,5023,498.99800000000005,175.577,675,,,,,,175.577,675,<b>Name: </b>Pastime Lakes Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>675 metric tons,—
Brentwood Farms Dairy,"24540 Clark Avenue, Orland (Capay), CA 95963",39.82597,-122.129173,Tehama,1200,Mature dairy cattle,Dairy,1200,1312,2512,249.56799999999998,80.624,330,,,,,,80.624,330,<b>Name: </b>Brentwood Farms Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>330 metric tons,—
Liquid Gold Dairy,"15959 South Marks Avenue, Caruthers, CA 93609",36.50464028,-119.8474186,Fresno,65,Mature dairy cattle,Dairy,65,71,136,13.514,4.562,18,,,,,,4.562,18,<b>Name: </b>Liquid Gold Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>18 metric tons,—
North Tri Palm Dairy,"4119 Houston Avenue, Hanford, CA 93230",36.298645,-119.532349,Kings,835,Mature dairy cattle,Dairy,835,913,1748,173.662,56.101,230,,,,,,56.101,230,<b>Name: </b>North Tri Palm Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>230 metric tons,—
Illinois Feedlot,"2845 Illinois Avenue, Modesto, CA 95358",37.59838,-121.07,Stanislaus,61,Heifers (non dairy affiliated),Other,0,61,61,3.904,0.122,4,,,,,,0.122,4,<b>Name: </b>Illinois Feedlot</br><b>Type: </b>Other</br><b>Methane emissions: </b>4 metric tons,—
"Pinnacle Dairy, LP","724 Ruble Road, Crows Landing, CA 95313",37.48581827,-121.0029353,Stanislaus,1440,Mature dairy cattle,Dairy,1440,1575,3015,299.52,96.75,396,,,,,,96.75,396,"<b>Name: </b>Pinnacle Dairy, LP</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>396 metric tons",—
Headquarters Ranch,"9495 17th Avenue, Lemoore, CA 93245",36.335433,-119.762769,Kings,550,Cattle or cow/calf pairs,Other,0,550,550,35.2,1.1,36,,,,,,1.1,36,<b>Name: </b>Headquarters Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>36 metric tons,—
Headquarters Ranch 2,"16501 Colony Road, Lemoore, CA 93245",36.33713,-119.75282,Kings,480,Cattle or cow/calf pairs,Other,0,480,480,30.72,0.96,32,,,,,,0.96,32,<b>Name: </b>Headquarters Ranch 2</br><b>Type: </b>Other</br><b>Methane emissions: </b>32 metric tons,—
Bob Fumasi Dairy,"1015 West 5th Avenue, Orland, CA 95963",39.83007,-122.10632,Tehama,130,Mature dairy cattle,Dairy,130,142,272,27.028,8.734,36,,,,,,8.734,36,<b>Name: </b>Bob Fumasi Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>36 metric tons,—
3H Cattle Co,"19690 6th Avenue, Hanford, CA 93230",36.18284,-119.55936,Kings,4850,Heifers (non dairy affiliated),Other,0,4850,4850,310.4,9.7,320,,,,,,9.7,320,<b>Name: </b>3H Cattle Co</br><b>Type: </b>Other</br><b>Methane emissions: </b>320 metric tons,—
Dennis Boertje & Son Dairy,"37404 Road 132, Visalia, CA 93292",36.469146,-119.276891,Tulare,1836,Mature dairy cattle,Dairy,1836,2008,3844,381.88,123.35600000000001,505,,,,,,123.35600000000001,505,<b>Name: </b>Dennis Boertje & Son Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>505 metric tons,—
DB Heifer Ranch,"35952 Road 132, Visalia, CA 93292",36.44474,-119.27507,Tulare,1178,Calf feedlots,Other,0,1178,1178,75.392,2.356,78,,,,,,2.356,78,<b>Name: </b>DB Heifer Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>78 metric tons,—
Red Rose Dairy,"8950 Avenue 360, Visalia, CA 93291",36.444029,-119.373718,Tulare,1248,Mature dairy cattle,Dairy,1248,1365,2613,259.584,83.85000000000001,343,,,,,,83.85000000000001,343,<b>Name: </b>Red Rose Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>343 metric tons,—
Boldrini Dairy,"225 Sage Road, Ferndale, CA 95536",40.600943,-124.229466,Humboldt,400,Mature dairy cattle,Dairy,400,437,837,83.168,19.637,103,,,,,,19.637,103,<b>Name: </b>Boldrini Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>103 metric tons,—
Jim Bootsma Jr Dairy,"33100 Fernandez Road, Nuevo, CA 92567",33.85542,-117.08409,Riverside,1500,Mature dairy cattle,Dairy,1500,1640,3140,311.96,109.78,422,,,,,,109.78,422,<b>Name: </b>Jim Bootsma Jr Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>422 metric tons,—
Borba Dairy Farms,"5297 Kelley Road, Hilmar, CA 95324",37.350298,-120.968551,Merced,2333,Mature dairy cattle,Dairy,2333,2551,4884,485.218,156.747,642,,,,,,156.747,642,<b>Name: </b>Borba Dairy Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>642 metric tons,—
Hills Ferry Ranch,"26750 River Road, Newman, CA 95360",37.35354,-120.98241,Stanislaus,3355,Heifers (non dairy affiliated),Other,0,3355,3355,214.72,6.71,221,,,,,,6.71,221,<b>Name: </b>Hills Ferry Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>221 metric tons,—
Dairy Central,"6626 North Central Avenue, Hilmar, CA 95324",37.38495,-120.95479,Merced,1700,Mature dairy cattle,Dairy,1700,1859,3559,353.576,114.218,468,,,,,,114.218,468,<b>Name: </b>Dairy Central</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>468 metric tons,—
"Tony Borba Dairy, Inc.","23844 East Dodds Road, Escalon, CA 95320",37.856733,-121.019413,San Joaquin,310,Heifers (non dairy affiliated),Other,0,310,310,19.84,0.62,20,,,,,,0.62,20,"<b>Name: </b>Tony Borba Dairy, Inc.</br><b>Type: </b>Other</br><b>Methane emissions: </b>20 metric tons",—
Borba Brothers Dairy,"13243 Houston Avenue, Hanford, CA 93230",36.293968,-119.696234,Kings,898,Mature dairy cattle,Dairy,898,982,1880,186.772,60.333999999999996,247,,,,,,60.333999999999996,247,<b>Name: </b>Borba Brothers Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>247 metric tons,—
Borba Dairy,"14836 Road 200, Porterville, CA 93257",36.05969,-119.12257,Tulare,1640,Mature dairy cattle,Dairy,1640,1794,3434,341.13599999999997,115.10799999999999,456,,,,,,115.10799999999999,456,<b>Name: </b>Borba Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>456 metric tons,—
Borba & Sons Dairy,"13010 Avenue 120, Pixley, CA 93256",36.00845,-119.28153,Tulare,670,Mature dairy cattle,Dairy,670,733,1403,139.37199999999999,47.026,186,,,,,,47.026,186,<b>Name: </b>Borba & Sons Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>186 metric tons,—
Frank & Carol Borba Dairy,"25381 East Dodds Road, Escalon, CA 95320",37.85668,-121.00053,San Joaquin,885,Mature dairy cattle,Dairy,885,968,1853,184.082,59.461,244,,,,,,59.461,244,<b>Name: </b>Frank & Carol Borba Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>244 metric tons,—
P.M.B. Dairy,"2248 West Service Road, Modesto, CA 95358",37.58057535,-121.0292638,Stanislaus,475,Heifers (non dairy affiliated),Other,0,475,475,30.4,0.95,31,,,,,,0.95,31,<b>Name: </b>P.M.B. Dairy</br><b>Type: </b>Other</br><b>Methane emissions: </b>31 metric tons,—
MB—Lucky Lady Farms,"1218 West Keyes Road, Modesto, CA 95358",37.55119443,-120.7692773,Stanislaus,752,Mature dairy cattle,Dairy,752,822,1574,156.384,50.524,207,,,,,,50.524,207,<b>Name: </b>MB—Lucky Lady Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>207 metric tons,—
George Borba & Son Dairy,"7955 Eucalyptus Avenue, Ontario, CA 91762",33.98944,-117.63126,San Bernardino,310,Calf feedlots,Other,0,310,310,19.84,0.62,20,,,,,,0.62,20,<b>Name: </b>George Borba & Son Dairy</br><b>Type: </b>Other</br><b>Methane emissions: </b>20 metric tons,—
Antonio Sousa Dairy,"5672 Whitworth Road, Gustine, CA 95322",37.1987,-121.03084,Merced,800,Heifers (non dairy affiliated),Other,0,800,800,51.2,1.6,53,,,,,,1.6,53,<b>Name: </b>Antonio Sousa Dairy</br><b>Type: </b>Other</br><b>Methane emissions: </b>53 metric tons,—
Williams Ranch,"22121 Williams Avenue, Hilmar, CA 95324",37.38874,-120.88959,Merced,1000,Heifers (non dairy affiliated),Other,0,1000,1000,64,2,66,,,,,,2,66,<b>Name: </b>Williams Ranch</br><b>Type: </b>Other</br><b>Methane emissions: </b>66 metric tons,—
Lumar Dairy Farms,"7215 South Prairie Flower Road, Turlock, CA 95380",37.423154,-120.931343,Stanislaus,2100,Mature dairy cattle,Dairy,2100,2297,4397,436.808,141.094,578,,,,,,141.094,578,<b>Name: </b>Lumar Dairy Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>578 metric tons,—
B—6 Dairy,"22014 Turner Avenue, Hilmar, CA 95324",37.37203,-120.88788,Merced,1870,Mature dairy cattle,Dairy,1870,2045,3915,388.94,121.9,511,,,,,,121.9,511,<b>Name: </b>B—6 Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>511 metric tons,—
Vitor Borba Dairy,"7721 Flint Avenue, Hanford, CA 93230",36.37136,-119.59504,Kings,776,Mature dairy cattle,Dairy,776,849,1625,161.42399999999998,52.138,214,,,,,,52.138,214,<b>Name: </b>Vitor Borba Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>214 metric tons,—
Bordessa Dairy,"14055 Valley Ford Estero Road, Valley Ford, CA 94972",38.318385,-122.930183,Sonoma,296,Mature dairy cattle,Dairy,296,324,620,61.584,16.012,78,,,,,,16.012,78,<b>Name: </b>Bordessa Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>78 metric tons,—
Antero Borges Dairy,"2226 Hull Road, Atwater, CA 95301",37.245123,-120.652019,Merced,330,Mature dairy cattle,Dairy,330,361,691,68.644,22.172,91,,,,,,22.172,91,<b>Name: </b>Antero Borges Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>91 metric tons,—
Borges Farms,"5148 West Grayson Road, Modesto, CA 95358",37.56587148,-121.0882939,Stanislaus,885,Mature dairy cattle,Dairy,885,968,1853,184.082,59.461,244,,,,,,59.461,244,<b>Name: </b>Borges Farms</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>244 metric tons,—
Borges Farms,"4113 West Keyes Road, Modesto, CA 95358",37.55331,-121.06905,Stanislaus,75,Heifers (non dairy affiliated),Other,0,75,75,4.8,0.15,5,,,,,,0.15,5,<b>Name: </b>Borges Farms</br><b>Type: </b>Other</br><b>Methane emissions: </b>5 metric tons,—
Borges Dairy,"16371 Road 136, Tipton, CA 93272",36.08681,-119.26844,Tulare,1720,Mature dairy cattle,Dairy,1720,1881,3601,357.744,120.722,478,,,,,,120.722,478,<b>Name: </b>Borges Dairy</br><b>Type: </b>Dairy</br><b>Methane emissions: </b>478 metric tons,—
